Filename,Title,Authors,Affiliations,Abstract,Year
es2007-25.pdf,Explicit Kernel Rewards Regression for Data-efficient Near-optimal Policy Identification,"Daniel Schneegaß, Steffen Udluft, Thomas Martinetz","1 - Siemens AG, Corporate Technology Learning Systems, Otto-Hahn-Ring 6 D-81739 Munich Germany
2 - Institute for Neuro-and Bioinformatics University of Luebeck Ratzeburger Allee 160 D-23538 Luebeck Germany","We present the Explicit Kernel Rewards Regression (EKRR) approach, as an extension of Kernel Rewards Regression (KRR), for Optimal Policy Identification in Reinforcement Learning. The method uses the Structural Risk Minimisation paradigm to achieve a high generalisation capability. This explicit version of KRR offers at least two important advantages. On the one hand, finding a near-optimal policy is done by a quadratic program, hence no Policy Iteration techniques are necessary. And on the other hand, the approach allows for the usage of further constraints and certain regularisation techniques as e.g. in Ridge Regression and Support Vector Machines.",2007
es2007-26.pdf,Causality and communities in neural networks,"Leonardo Angelini, Daniele Marinazzo, Mario Pellicoro, Sebastiano Stramaglia","1 - TIRES-Center for Signal Detection and Processing Università di Bari Bari Italy
2 - Dipartimento Interateneo di Fisica Istituto Nazionale di Fisica Nucleare Bari Italy
3 - Sezione di Bari Bari Italy","A recently proposed nonlinear extension of Granger causality is used to map the dynamics of a neural population onto a graph, whose community structure characterizes the collective behavior of the system. Both the number of communities and the modularity depend on transmission delays and on the learning capacity of the system.",2007
es2007-27.pdf,A neural model of cross-modal association in insects,"Jan Wessnitzer, Barbara Webb","1 - Institute of Perception, Action and Behaviour -School of Informatics University of Edinburgh United Kingdom","We developed a computational model of learning in the Mushroom Body, a region of multimodal integration in the insect brain. Using realistic neural dynamics and a biologically-based learning rule (spike timing dependent plasticity), the model is tested as part of an insect brain inspired architecture within a closed loop behavioural task. Replicating in simulation an experiment carried out on bushcrickets, we show the system can successfully associate visual to auditory cues, so as to maintain a steady heading towards an intermittent sound source.",2007
es2007-29.pdf,Interval discriminant analysis using Support Vector Machines,"Cecilio Angulo, Davide Anguita, Luis González","1 - -Knowledge Engineering Research Group -Technical University of Catalonia 08800 Vilanova i la Geltrú Spain
2 - Dept of Biophysical and Electronic Engineering -University of Genoa Via All'Opera Pia 11a 16145 Genoa -Italy
3 - Qualitative Methods Research Group University of Seville Avda Ramón y Cajal 41018 s/n, Seville Spain","Imprecision, incompleteness, prior knowledge or improved learning speed can motivate interval-represented data. Most approaches for SVM learning of interval data use local kernels based on interval distances. We present here a novel approach, suitable for linear SVMs, which allows to deal with interval data without resorting to interval distances. The experimental results confirms the validity of our proposal.",2007
es2007-3.pdf,The Intrinsic Recurrent Support Vector Machine,"Daniel Schneegaß, Anton Schaefer, Thomas Martinetz","1 - Siemens AG, Corporate Technology Learning Systems, Otto-Hahn-Ring 6 D-81739 Munich Germany
2 - Institute for Neuro-and Bioinformatics University of Luebeck Ratzeburger Allee 160 D-23538 Luebeck Germany
4 - -University of Osnabrueck Neuroinformatics Group Albrechtstraße 28 D-49069 Osnabrueck Germany","In this work, we present a new model for a Recurrent Support Vector Machine. We call it intrinsic because the complete recurrence is directly incorporated within the considered optimisation problem. This approach offers the advantage that the model straightforwardly develops an algorithmic solution. We test the algorithm on several simple time series. The results are promising and can be seen as a starting point for further research. By inventing better and more efficient methods and algorithms, we expect that Recurrent Support Vector Machines could become an alternative to handle and simulate dynamical systems.",2007
es2007-30.pdf,Optimizing Kernel Parameters by Second-Order Methods,Shigeo Abe,1 - Kobe University -Graduate School of Engineering Kobe Japan,"Radial basis function network (RBF) kernels are widely used for support vector machines (SVMs). But for model selection of an SVM, we need to optimize the kernel parameter and the margin parameter by time-consuming cross validation. In this paper we propose determining parameters for RBF and Mahalanobis kernels by maximizing the class separability by the second-order optimization. For multi-class problems, we determine the kernel parameters for all the two-class problems and set the average value of the parameter values to all the kernel parameters. Then we determine the margin parameter by cross-validation. By computer experiments of multi-class problems we show that the proposed method works to select optimal or near optimal parameters.",2007
es2007-32.pdf,A novel kernel-based method for local pattern extraction in random process signals,"Majid Beigi, Andreas Zell",1 - Computer Science Dept University of Tübingen Sand 1 D-72076 Tübingen Germany,"We consider a class of random process signals which contain randomly position local similarities representing the texture of an object. Those repetitive parts may occur in speech, musical pieces and sonar signals. We suggest a warped time resolved spectrum kernel for extracting the subsequence similarity in time series in general, and as an example in biosonar signals. Having a set of those kernels for similarity extraction in different size of subsequences, we propose a new method to find an optimal linear combination and selection of those kernels. We formulate the optimal kernel selection via maximizing the Kernel Fisher Discriminant criterion (KFD) and use Mesh Adaptive Direct Search method (MADS) to solve the optimization problem. Our method is used for biosonar landmark classification with promising results.",2007
es2007-33.pdf,Three-dimensional self-organizing dynamical systems for discrete structures memorizing and retrieval,Alexander Yudashkin,1 - Samara State Technical University -Automation and Information Technologies Dept Molodogvardeyskaya 244 443100 Samara Russia,"The synthesis concept for dynamical system with the memory of multiple states defined with the quaternion algebra usage is considered. The system memorizes numerous configurations consisting of separate nodes and retrieves any of them from the non-stationary distorted state. Each stored configuration corresponds to the particular attractor of the dynamical system, defined by the set of nonlinear ordinary differential equation in the hypercomplex domain. The model demonstrates the intelligence in sample structure assembling based on the initial desire, that is shown numerically in the paper. Such models can be used in robotics, complex information systems and in pattern recognition tasks.",2007
es2007-35.pdf,Immediate Reward Reinforcement Learning for Projective Kernel Methods,"Colin Fyfe, Pei Lai","1 - Applied Computational Intelligence Research Unit The University of Paisley Scotland
2 - Southern Taiwan University of Technology Taiwan","We extend a reinforcement learning algorithm which has previously been shown to cluster data. We have previously applied the method to unsupervised projection methods, principal component analysis, exploratory projection pursuit and canonical correlation analysis. We now show how the same methods can be used in feature spaces to perform kernel principal component analysis and kernel canonical correlation analysis.",2007
es2007-36.pdf,,,,,2007
es2007-37.pdf,Adaptive Global Metamodeling with Neural Networks,"Dirk Gorissen, Wouter Hendrickx, Tom Dhaene",1 - Department of Math and Computer Science University of Antwerp Middelheimlaan 1 2000 Antwerp Belgium,"Due to the scale and computational complexity of current simulation codes, metamodels (or surrogate models) have become indispensable tools for exploring and understanding the design space. Consequently, there is great interest in techniques that facilitate the construction and evaluation of such approximation models while minimizing the computational cost and maximizing metamodel accuracy. This paper presents an adaptive, integrated approach to global metamodeling based on the Multivariate Metamodeling Toolbox. An adaptive, evolutionary inspired, modeling algorithm based on neural networks is presented and its performance compared with rational metamodeling on a number of test problems. 
 M3-Toolbox The principal reason for turning towards approximation models is that the simulator is too time consuming to run for a large number of simulations. Nevertheless, one could 187",2007
es2007-38.pdf,Model Selection for Kernel Probit Regression,Gavin Cawley,1 - University of East Anglia -School of Computing Sciences Norwich NR4 7TJ Norfolk United Kingdom,"The convex optimisation problem involved in fitting a kernel probit regression (KPR) model can be solved efficiently via an iteratively re-weighted least-squares (IRWLS) approach. The use of successive quadratic approximations of the true objective function suggests an efficient approximate form of leave-one-out cross-validation for KPR, based on an existing exact algorithm for the weighted least-squares support vector machine. This forms the basis for an efficient gradient descent model selection procedure used to tune the values of the regularisation and kernel parameters. Experimental results are given demonstrating the utility of this approach.",2007
es2007-39.pdf,Spiral Recurrent Neural Network for Online Learning,"Huaien Gao, Rudolf Sollacher, Hans-Peter Kriegel","1 - University of Munich Germany
2 - Siemens AG, Corporate Technology Germany","Autonomous, self* sensor networks require sensor nodes with a certain degree of ""intelligence"". An elementary component of such an ""intelligence"" is the ability to learn online predicting sensor values. We consider recurrent neural network (RNN) models trained with an extended Kalman filter algorithm based on real time recurrent learning (RTRL) with teacher forcing. We compared the performance of conventional neural network architectures with that of spiral recurrent neural networks (Spiral RNN) -a novel RNN architecture combining a trainable hidden recurrent layer with the ""echo state"" property of echo state neural networks (ESN). We found that this novel RNN architecture shows more stable performance and faster convergence.",2007
es2007-4.pdf,Reinforcement Learning in a Nutshell,"V Heidrich-Meisner, M Lauer, C Igel, M Riedmiller","1 - Institut für Neuroinformatik Ruhr-Universität Bochum Germany
2 - -Neuroinformatics Group University of Osnabrück Germany","We provide a concise introduction to basic approaches to reinforcement learning from the machine learning perspective. The focus is on value function and policy gradient methods. Some selected recent trends are highlighted. 
 Basic concepts The formal description of basic RL problems are Markov decision processes (MDPs), and most solution methods are rooted in Bellman's optimality equation. In the following, we introduce these concepts. 
 Markov decision process Markov decision processes model time-discrete stochastic state-transition automata.",2007
es2007-40.pdf,Synchronization and Acceleration: Complementary Mechanisms of Temporal Coding,Thomas Burwick,"1 - Frankfurt Institute for Advanced Studies (FIAS) Johann Wolfgang Goethe-Universität Max-von-Laue-Straße 1, Thinking Networks AG Markt 45-47 60438, 52062 Frankfurt am Main, Aachen Germany, Germany","Temporal coding is studied with an oscillatory network model that is a complex-valued generalization of the Cohen-Grossberg-Hopfield system. The model is considered with synchronization and acceleration, where acceleration refers to a mechanism that causes the units of the network to oscillate with higher-phase velocity in case of stronger and/or more coherent input. Applying Hebbian memory, we demonstrate that acceleration introduces the desynchronization that is needed to segment two overlapping patterns without using inhibitory couplings.",2007
es2007-42.pdf,Electroencephalogram signal classification for brain computer interfaces using wavelets and support vector machines,"Francesc Benimeli, Ken Sharman",1 - Instituto Tecnológico de Informática -Complex Adaptive Systems Camino de Vera s/n 46071 Valencia Spain,An electroencephalogram (EEG) signal classification procedure for use in real-time synchronous brain computer interfaces (BCI)is proposed. The features used to perform the classification consist in the coefficients of a discrete wavelet transform (DWT) computed for each trial. A support vector machine (SVM) algorithm has been applied to classify the resultant feature vectors. Some experimental results obtained from the experimental application of the proposed procedure to the classification of two mental states are presented.,2007
es2007-43.pdf,Learning causality by identifying common effects with kernel-based dependence measures,"Xiaohai Sun, Dominik Janzing","1 - Max Planck Institute for Biological Cybernetics 72076 Tübingen Germany
2 - Universität Karlsruhe (TH) -Institute for Algorithms and Cognitive Systems 76128 Karlsruhe Germany","We describe a method for causal inference that measures the strength of statistical dependence by the Hilbert-Schmidt norm of kernelbased conditional cross-covariance operators. We consider the increase of the dependence of two variables X and Y by conditioning on a third variable Z as a hint for Z being a common effect of X and Y . Based on this assumption, we collect ""votes"" for hypothetical causal directions and orient the edges according to the majority vote. For most of our experiments with artificial and real-world data our method has outperformed the conventional constraint-based inductive causation (IC) algorithm.",2007
es2007-44.pdf,Data Reduction Using Classifier Ensembles,"J Sánchez, L Kuncheva","1 - Dept. Llenguatges i Sistemes Informàtics Universitat Jaume I Av. Sos Baynat s/n 12071 Castelló de la Plana Spain
2 - School of Electronics and Computer Science University of Wales Bangor LL57 1UT Gwynedd United Kingdom","We propose a data reduction approach for finding a reference set for the nearest neighbour classifier. The approach is based on classifier ensembles. Each ensemble member is given a subset of the training data. Using Wilson's editing method, the ensemble member produces a reduced reference set. We explored several routes to make use of these reference sets. The results with 10 real and artificial data sets indicated that merging the reference sets and subsequent editing of the merged set provides the best trade-off between the error and the size of the resultant reference set. This approach can also handle large data sets because only small fractions of the data are edited at a time.",2007
es2007-45.pdf,Spicules-based competitive neural network,"J Gómez-Ruiz, J Muñoz-Perez, M García-Bernal, E López-Rubio",1 - Dept. of Languages and Computer Science University of Málaga Spain,"We present a new model of unsupervised competitive neural network, based on spicules. This model is capable of detecting topological information of an input space, determining its orientation and, in most case, its skeleton.",2007
es2007-47.pdf,,,,,2007
es2007-49.pdf,Replacing eligibility trace for action-value learning with function approximation,Kary Ämling,1 - Helsinki University of Technology PL 5500 FI-02015 TKK Finland,"The eligibility trace is one of the most used mechanisms to speed up reinforcement learning. Earlier reported experiments seem to indicate that replacing eligibility traces would perform better than accumulating eligibility traces. However, replacing traces are currently not applicable when using function approximation methods where states are not represented uniquely by binary values. This paper proposes two modifications to replacing traces that overcome this limitation. Experimental results from the Mountain-Car task indicate that the new replacing traces outperform both the accumulating and the 'ordinary' replacing traces.",2007
es2007-5.pdf,Convex Optimization for the Design of Learning Machines,"K Pelckmans, J Suykens, B De Moor, K Leuven",1 - ESAT-SCD-SISTA Kasteelpark Arenberg 10 B-3001 Leuven (Heverlee) Belgium,"This paper reviews the recent surge of interest in convex optimization in a context of pattern recognition and machine learning. The main thesis of this paper is that the design of task-specific learning machines is aided substantially by using a convex optimization solver as a back-end to implement the task, liberating the designer from the concern of designing and analyzing an ad hoc algorithm. The aim of this paper is twofold: (i) it phrases the contributions of this ESANN 2007 special session in a broader context, and (ii) it provides a road-map to published results in this context.",2007
es2007-50.pdf,Classification of computer intrusions using functional networks. A comparative study,"A Alonso-Betanzos, N Sánchez-Maroño, F Carballal-Fortes, J Suárez-Romero, B Pérez-Sánchez",1 - Department of Computer Science University of A Coruña Campus de Elviña s/n -15071 A Coruña Spain,"Intrusion detection is a problem that has attracted a great deal of attention from computer scientists recently, due to the exponential increase in computer attacks in recent years. DARPA KDD Cup 99 is a standard dataset for classifying computer attacks, to which several machine learning techniques have been applied. In this paper, we describe the results obtained using functional networks -a paradigm that extends feedforward neural networks -and compare these to the results obtained for other techniques applied to the same dataset. Of particular interest is the capacity for generalization of the approach used.",2007
es2007-53.pdf,Learning Topology of a Labeled Data Set with the Supervised Generative Gaussian Graph,"Gaillard Pierre, Aupetit Michaël, Govaert Gérard","1 - French Atomic Energy Commission BP12 91680 Bruyères-le-Châtel France
3 - University of Technology of Compiegne France","Discovering the topology of a set of labeled data in a Euclidian space can help to design better decision systems. In this work, we propose a supervised generative model based on the Delaunay Graph of some prototypes representing the labeled data.",2007
es2007-54.pdf,The Recurrent Control Neural Network,"Anton Schaefer, Steffen Udluft, Hans-Georg Zimmermann","1 - Department Learning Systems Siemens AG, Corporate Technology Otto-Hahn-Ring 6 D-81739 Munich Germany
2 - University of Osnabrueck Neuroinformatics Group Albrechtstraße 28 D-49069 Osnabrueck Germany","This paper presents our Recurrent Control Neural Network (RCNN), which is a model-based approach for a data-efficient modelling and control of reinforcement learning problems in discrete time. Its architecture is based on a recurrent neural network (RNN), which is extended by an additional control network. The latter has the particular task to learn the optimal policy. This method has the advantage that by using neural networks we can easily deal with high-dimensions or continuous state and action spaces. Furthermore we can profit from their high systemidentification and approximation quality. We show that our RCNN is able to learn a potentially optimal policy by testing it on two different settings of the mountain car problem.",2007
es2007-55.pdf,Informational Cost In Correlation-Based Neuronal Networks,"Gaetano Aiello, Carlo Casarino",1 - Universita' di Palermo -Dipartimento di Fisica & Tecnologie Relative Viale delle Scienze Ed. #18 90128 Palermo Italy,"The cost of maintaining a given level of activity in a neuronal network depends on its size and degree of connectivity. Should a neural function require large-size fully-connected networks, the cost can easily exceed metabolic resources, especially for high level neural functions. We show that, even in this case, the cost can still match the energetic resources provided the function is broken down into a set of subfunctions, each assigned to a higly-connected, smallsize module, all together forming a correlation-based type network. Cell assemblies are the best examples of such type of networks.",2007
es2007-57.pdf,"""Kernelized"" Self-Organizing Maps for Structured Data","Fabio Aiolli, Giovanni Da, San Martino, Alessandro Sperduti, Markus Hagenbuchner","1 - Dept of Pure and Applied Mathematics via Trieste 63 University of Padova Padova Italy
4 - Faculty of Informatics Northfields Avenue University of Wollongong 2522 NSW Australia","The suitability of the well known kernels for trees, and the lesser known Self-Organizing Map for Structures for categorization tasks on structured data is investigated in this paper. It is shown that a suitable combination of the two approaches, by defining new kernels on the activation map of a Self-Organizing Map for Structures, can result in a system that is significantly more accurate for categorization tasks on structured data. The effectiveness of the proposed approach is demonstrated experimentally on a relatively large corpus of XML formatted data.",2007
es2007-58.pdf,Adaptive Weight Change Mechanism for Kohonens's Neural Network Implemented in CMOS 0.18 μm Technology,"Tomasz Talaśka, Rafał Długosz, Witold Pedrycz","1 - Institute of Telecommunication University of Technology and Life Sciences Kaliskiego 7 85-791 Bydgoszcz Poland
2 - Institute of Microtechnology University of Neuchâtel Rue A.-L. Breguet 2 CH-2000 Neuchâtel Switzerland
3 - fellow of the Marie Curie OIF fellowship
4 - Department of Electrical and Computer Engineering ECERF Building University of Alberta T6G 2V4 Edmonton Canada","In this paper, we present a block of adaptive weight change (AWC) mechanism for analog current-mode Kohonen's Neural Network (KNN) implemented in CMOS 0.18 μm technology. As some other essential building blocks of KNNs dealing with the calculations of the Euclidean distance, formation of a conscience mechanism and a determination of the winner-takes-all (WTA) circuits have been already developed, the AWC forms another essential step towards the realization of the network. We show that the proposed network works with small values of analog signals thus resulting in low power dissipation and chip area when compared with digital realizations of KNNs. Each neuron occupies chip area equal to about 1000 μm 2 and dissipates 20 μW of power for 20 MHz input data rate.",2007
es2007-59.pdf,On the Dynamics of Vector Quantization and Neural Gas,"Aree Witoelar, Michael Biehl, Anarta Ghosh, Barbara Hammer","1 - University of Groningen -Mathematics and Computing Science P.O. Box 800 NL-9700 AV Groningen The Netherlands
4 - Clausthal University of Technology -Institute of Computer Science D-98678 Clausthal-Zellerfeld Germany","A large variety of machine learning models which aim at vector quantization have been proposed. However, only very preliminary rigorous mathematical analysis concerning their learning behavior such as convergence speed, robustness with respect to initialization, etc. exists. In this paper, we use the theory of on-line learning for an exact mathematical description of the training dynamics of Vector Quantization mechanisms in model situations. We study update rules including the basic Winner-Takes-All mechanism and the Rank-Based update of the popular Neural Gas network. We investigate a model with three competing prototypes trained from a mixture of Gaussian clusters and compare performances in terms of dynamics, sensitivity to initial conditions and asymptotic results. We demonstrate that rank-based Neural Gas achieves both robustness to initial conditions and best asymptotic quantization error.",2007
es2007-6.pdf,Computational Intelligence approaches to causality detection,"Kateřina Hlaváčková-Schindler, Pablo Verdes","1 - Commission for Scientific Visualization Austrian Academy of Sciences Donau City Str. 1 1220 Vienna Austria
2 - Institute of Environmental Physics Heidelberg Academy of Sciences Im Neuenheimer Feld 229 69120 Heidelberg Germany
3 - Novartis Pharma AG Klybeckstrasse 141 4057 Basel Switzerland","Discovering interdependencies and causal relationships is one of the most relevant challenges raised by the information era. As more and better data become available, there is an urgent need for data-driven techniques with the capability of efficiently detecting hidden interactions. As such, this important issue is receiving increasing attention in the recent literature. The aim of the Learning Causality Special Session is to bring together theory-oriented and practitioners of this fascinating discipline. The main streams of causality detection by Computational Intelligence will be covered, namely, the probabilistic, information-theoretic, and Granger approaches.",2007
es2007-62.pdf,Nearest Neighbor Distributions and Noise Variance Estimation,"Elia Liitiäinen, Francesco Corona, Amaury Lendasse","1 - Lab. of Computer and Information Science Helsinki University of Technology HUT -Espoo P.O. Box 5400 FI-2015 Finland
3 - Università di Cagliari -Dept. of Chemical Engineering and Materials Piazza d' Armi 1 I-9123 -Cagliari Italy","In this paper, we address the problem of deriving bounds for the moments of nearest neighbor distributions. The bounds are formulated for the general case and specifically applied to the problem of noise variance estimation with the Delta test and the Gamma test. For this problem, we focus on the rate of convergence and the bias of the estimators and validate the theoretical achievements with experimental results. Suppose the random variables (X i ) M i=1 are independent and identically distributed (i.i.d.) according to some bounded probability density (i.e., p ≤ p ∞",2007
es2007-64.pdf,Pattern Recognition using Chaotic Transients,"Jin Wee, Nigel Goh, Crook",1 - School of Technology -Department of Computing Oxford Brookes University Wheatley Campus Oxford United Kingdom,"This paper proposes a novel nonlinear transient computation device described as the LTCM that uses the chaotic attractor provided by the Lorenz system of equations to perform pattern recognition. Previous work on nonlinear transient computation has demonstrated that such devices can process time varying input signals. This paper investigates the ability of the LTCM to correctly classify static, linearly inseperable data sets commonly used as benchmarks in the pattern recognition research community. The results from the LTCM are compared with those from support vector machines and multi-layer perceptrons on the same data sets.",2007
es2007-67.pdf,ÈÖ Ø ÓÒ Ó ÈÓ×Ø¹ËÝÒ ÔØ Ø Ú ØÝ Ò ÈÖÓØ Ò× Í× Ò Ê ÙÖ× Ú ØÙÖ Ð Ñ Ò Ø ÓÒ,,,,2007
es2007-68.pdf,A First Attempt of Reservoir Pruning for Classification Problems,"Xavier Dutoit, Hendrik Van Brussel, Marnix Nuttin, Dirk Stroobandt, Benjamin Schrauwen, D Haene, David Verstraeten",1 - Katholieke Universiteit Leuven -P.M.A Celestijnenlaan 300b 3000 Leuven Belgium,"Reservoir Computing is a new paradigm to use artificial neural networks. Despite its promising performances, it has still some drawbacks: as the reservoir is created randomly, it needs to be large enough to be able to capture all the features of the data. We propose here a method to start with a large reservoir and then reduce its size by pruning out neurons. We then apply this method on a prototypical and a real problem. Both applications show that it allows to improve the performance for a given number of neurons.",2007
es2007-69.pdf,Kernel-based online machine learning and support vector reduction,"Sumeet Agarwal, V Saradhi, Harish Karnick","1 - IBM India Research Lab New Delhi India
2 - Department of Computer Science and Engineering Indian Institute of Technology Kanpur Kanpur India","We apply kernel-based machine learning methods to online learning situations, and look at the related requirement of reducing the complexity of the learnt classifier. Online methods are particularly useful in situations which involve streaming data, such as medical or financial applications. We show that the concept of span of support vectors can be used to build a classifier that performs reasonably well while satisfying given space and time constraints, thus making it potentially suitable for such online situations.",2007
es2007-7.pdf,How to process uncertainty in machine learning?,"Barbara Hammer, Thomas Villmann","1 - Institute of Computer Science Clausthal University of Technology
2 - Clausthal-Zellerfeld Germany
3 - Medical Department University of Leipzig Leipzig Germany","Uncertainty is a popular phenomenon in machine learning and a variety of methods to model uncertainty at different levels has been developed. The aim of this paper is to motivate the merits and problems when dealing with uncertainty in machine learning and to give an overview about methodologies which fall under the framework of neurofuzzy methods, in particular fuzzy-clustering on the one side and fuzzy inference systems on the other side.",2007
es2007-72.pdf,Deploying SDP for machine learning,Tijl De Bie,"1 - OKP Research Group Katholieke Universiteit Leuven Tiensestraat 102 3000 Leuven Belgium
2 - Dept. of Engineering Mathematics University Of Bristol
3 - Queen's Building University Walk BS8 1TR Bristol UK","We discuss the use in machine learning of a general type of convex optimisation problem known as semi-definite programming (SDP)  [1] . We intend to argue that SDP's arise quite naturally in a variety of situations, accounting for their omnipresence in modern machine learning approaches, and we provide examples in support.",2007
es2007-73.pdf,A metamorphosis of Canonical Correlation Analysis into Multivariate Maximum Margin Learning,"Sandor Szedmak, Tijl De Bie, David Hardoon","1 - Electronics and Computer Science ISIS Group University of Southampton SO17 1BJ United Kingdom
2 - K.U. Leuven OKP Tiensestraat 102 3000 Leuven Belgium
3 - University of Bristol Engineering Mathematics BS8 1TR United Kingdom
4 - Department of Computer Science University College London WC1E 6BT United Kingdom",Canonical Correlation Analysis(CCA) is a useful tool to discover relationship between different sources of information represented by vectors. The solution of the underlying optimisation problem involves a generalised eigenproblem and is nonconvex. We will show a sequence of transformations which turn CCA into a convex maximum margin problem. The new formulation can be applied for the same class of problems at a significantly lower computational cost and with a better numerical stability.,2007
es2007-74.pdf,Several ways to solve the MSO problem,J Steil,1 - Neuroinformatics Group Bielefeld University P.O.-Box 10 01 31 D-33501 Bielefeld Germany,"The so called MSO-problem, -a simple superposition of two or more sinusoidal waves -, has recently been discussed as a benchmark problem for reservoir computing and was shown to be not learnable by standard echo state regression. However, we show that are at least three simple ways to learn the MSO signal by introducing a time window on the input, by changing the network time step to match the sampling rate of the signal, and by reservoir adaptation. The latter approach is based on an universal principle to implement a sparsity constraint on the network activity patterns which improves spatio-temporal encoding in the network.",2007
es2007-75.pdf,Classifying n-back EEG data using entropy and mutual information features,"Liang Wu, Predrag Neskovic, Etienne Reyes, Elena Festa, William Heindel","1 - Department of Physics Institute for Brain Neural Systems 1
2 - Department of Psychology 2 Brown University 02906 Providence RI","In this work we show that entropy (H) and mutual information (MI) can be used as methods for extracting spatially localized features for classification purposes. In order to increase accuracy of entropy estimation, we use a Bayesian approach with a Dirichlet prior to derive estimation equations. We calculate the H and MI features for each electrode (H) and pair of electrodes (MI) in three frequency bands and use them to train the Naive Bayes classifier. We test the H and MI features on one/five trial long segments of n-back memory EEG signals and show that they outperform power spectrum and linear correlation features respectively.",2007
es2007-76.pdf,Clustering Using A Genetic Algorithm Combining Validation Criteria,"Murilo Coelho, André De Carvalho",1 - Laboratório Inteligência Computacional. Instituto de Ciências Matemáticas e Computação -USP. Av. Trabalhador São-carlense 400 -Centro. Caixa Postal: 668 -CEP: 13560-970 -São Carlos -SP Brazil,"Clustering techniques have been a valuable tool for several data analysis applications. However, one of the main difficulties associated with clustering is the validation of the results obtained. Both clustering algorithms and validation criteria present an inductive bias, which can favor datasets with particular characteristics. Besides, different runs of the same algorithm using the same data set may produce different clusters. In this work, traditional clustering and validation techniques are combined with a Genetic Algorithm (GA) to build clusters that better approximate the real distribution of the dataset. The GA employs a fitness function that combines two validation criteria. Such combination allows the GA to improve the evaluation of the candidate solutions. Furthermore, this combined approach avoids the individual weaknesses of each criterion. A set of experiments are run to compare the proposed model with other clustering algorithms, with promising results. * supported by CNPq and Fapesp.",2007
es2007-77.pdf,Feature extraction for EEG classification: representing electrode outputs as a Markov stochastic process,"Liang Wu, Predrag Neskovic",1 - Department of Physics Institute for Brain Neural Systems Brown University 02906 Providence RI,"In this work we introduce a new model for representing EEG signals and extracting discriminative features. We treat the outputs of each electrode as a stochastic process and assume that the sequence of variables forming a process is stationary and Markov. To capture temporal dependences within an electrode, we use conditional entropy and to capture dependences between different electrodes we use conditional mutual information features of increasing complexities. We show that even when using a small number of sampling points for their estimation (e.g. a single trial) these features carry discriminative information. We test the usefulness of these features by classifying the EEG data from n-back memory tasks.",2007
es2007-78.pdf,Clustering a medieval social network by SOM using a kernel based distance measure,"Nathalie Villa, Romain Boulet","1 - Laboratoire de Statistique et Probabilités Université Toulouse III 118 route de Narbonne 31062 Toulouse cedex 9 France
2 - Institut Mathématique de Toulouse -Université Toulouse II 5 allées Antonio Machado 31058 Toulouse cedex 9 France","In order to explore the social organization of a medieval peasant community before the Hundred Years' War, we propose the use of an adaptation of the well-known Kohonen Self Organizing Map to dissimilarity data. In this paper, the algorithm is used with a distance based on a kernel which allows the choice of a smoothing parameter to control the importance of local or global proximities.",2007
es2007-79.pdf,Complexity Bounds of Radial Basis Functions and Multi-Objective Learning,"Illya Kokshenev, Antônio Braga","1 - Universidade Federal de Minas Gerais -Depto. Engenharia Eletrônica Av. Antônio Carlos 6.627 -Campus UFMG Pampulha 30.161-970, Belo Horizonte MG Brasil","In the paper, the problem of multi-objective (MOBJ) learning is discussed. The problem of obtaining apparent (effective) complexity measure, which is one of the objectives, is considered. For the specific case of RBFN, the bounds on the smoothness-based complexity measure are proposed. As shown in the experimental part, the bounds can be used for Pareto set approximation.",2007
es2007-8.pdf,"An overview of reservoir computing: theory, applications and implementations","Benjamin Schrauwen, David Verstraeten, Jan Van Campenhout",1 - Electronics and Information Systems Department Ghent University Belgium,"Training recurrent neural networks is hard. Recently it has however been discovered that it is possible to just construct a random recurrent topology, and only train a single linear readout layer. State-ofthe-art performance can easily be achieved with this setup, called Reservoir Computing. The idea can even be broadened by stating that any high dimensional, driven dynamic system, operated in the correct dynamic regime can be used as a temporal 'kernel' which makes it possible to solve complex tasks using just linear post-processing techniques. This tutorial will give an overview of current research on theory, application and implementations of Reservoir Computing.",2007
es2007-80.pdf,Algebraic Inversion of an Artificial Neural Network Classifier,"Travis Wiens, Rich Burton, Greg Schoenau",1 - University of Saskatchewan -Department of Mechanical Engineering Saskatoon Sk Canada,"Artificial neural networks are, by their definition, non-linear functions. Typically, this means that it is impossible to find a closed-form solution for the inverse function of a neural network. This paper presents a special form of neural network classifier that allows for its algebraic inversion in order to find the boundary between classes. The control of the fuel-air ratio in a spark ignition engine is given as an example.",2007
es2007-81.pdf,Relevance Matrices in LVQ,"Petra Schneider, Michael Biehl, Barbara Hammer","1 - University of Groningen -Mathematics and Computing Science P.O. Box 800 9700 AV Groningen The Netherlands
3 - Institute of Computer Science Clausthal University of Technology Julius Albert Strasse 4 38678 Clausthal-Zellerfeld Germany","We propose a new matrix learning scheme to extend Generalized Relevance Learning Vector Quantization (GRLVQ). By introducing a full matrix of relevance factors in the distance measure, correlations between different features and their importance for the classification scheme can be taken into account. In comparison to the weighted euclidean metric used for GRLVQ, this metric is more powerful to represent the internal structure of the data appropriately while maintaining its excellent generalization ability as large margin optimizer. The algorithm is tested and compared to alternative LVQ schemes using an artificial dataset and the image segmentation data from the UCI repository.",2007
