Year,Title,Authors,Abstract,Keywords/Content Category,PDF link
2014,A HMM-based pre-training approach for sequential data,"Luca Pasa, Alberto Testolin, Alessandro Sperduti","Much recent research highlighted the critical role of unsupervised pre-training to improve the performance of neural network models. However, extensions of those architectures to the temporal domain introduce additional issues, which often prevent to obtain good performance in a reasonable time. We propose a novel approach to pre-train sequential neural networks in which a simpler, approximate distribution generated by a linear model is first used to drive the weights in a better region of the parameter space. After this smooth distribution has been learned, the network is fine-tuned on the more complex real dataset. The benefits of the proposed method are demonstrated on a prediction task using two datasets of polyphonic music, and the general validity of this strategy is shown by applying it to two different recurrent neural network architectures.",Dynamical systems and online learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-166.pdf
2014,Exploiting similarity in system identification tasks with recurrent neural networks,"Sigurd Spieckermann, Siegmund Düll, Steffen Udluft, Alexander Hentschel, Thomas Runkler","A new dual-task learning approach based on recurrent neural networks with factored tensor components for system identification tasks is presented. The overall goal is to identify the underlying dynamics of a system given few observations which are complemented by auxiliary data from similar systems. The resulting system identification is motivated by various real-world industrial use cases, e.g. gas or wind turbine modeling for optimization and monitoring. The problem is formalized and the effectiveness of the proposed method is assessed on the cart-pole benchmark.",Dynamical systems and online learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-162.pdf
2014,Comparison of local and global undirected graphical models,"Zhemin Zhu, Djoerd Hiemstra, Peter Apers, Andreas Wombacher","CRFs are discriminative undirected models which are globally normalized. Global normalization preserves CRFs from the label bias problem which most local models suffer from. Recently proposed co-occurrence rate networks (CRNs) are also discriminative undirected models. In contrast to CRFs, CRNs are locally normalized. It was established that CRNs are immune to the label bias problem even they are local models. In this paper, we further compare ECRNs (using fully empirical relative frequencies, not by support vector regression\footnote{This is different from our another later paper, in which we use support vector regression. }) and CRFs. The connection between Co-occurrence Rate, which is the exponential function of pointwise mutual information, and Copulas is built in continuous case. Also they are further evaluated statistically by experiments.",Dynamical systems and online learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-60.pdf
2014,Meta Online Learning: Experiments on a Unit Commitment Problem,"Jialin Liu, Olivier Teytaud","Online learning is machine learning, in real time from successive data samples. Meta online learning consists in combining several online learning algorithms from a given set (termed portfolio) of algorithms. The goal can be (i) mitigating the effect of a bad choice of online learning algorithms (ii) parallelization (iii) combining the st rengths of different algorithms. We propose a methodology, termed lag, adapted to black-box online learning.",Dynamical systems and online learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-139.pdf
2014,DELA: A Dynamic Online Ensemble Learning Algorithm,"Hamid Bouchachia, Emili Balaguer-Ballester","Abstract. The present paper investigates the problem of prediction in the context of dynamically changing environment, where data arrive over time. A Dynamic online Ensemble Learning Algorithm (DELA) is introduced. The adaptivity concerns three levels: structural adaptivity, combination adaptivity and model adaptivity. In particular, the structure of the ensemble is sought to evolve in order to be able to deal with the problem of data drift. The proposed online ensemble is evaluated on the stagger data set to show its predictive power in presence of data drift.",Dynamical systems and online learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-189.pdf
2014,Advances on Weightless Neural Systems,"Massimo De Gregorio, Felipe M. G. França, Priscila M. V. Lima, Wilson R. de Oliveira",,Advances on Weightless Neural Systems,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-7.pdf
2014,Learning state prediction using a weightless neural explorer,"Igor Aleksander, Helen Morton","A weightless neural state machine acting as an exploratory automaton changes its position in a simulated toy world by its own actions. A popular question is asked: how might the automaton ‘become conscious of’ the effect of its own actions? Here we develop previously defined iconic learning in such weightless machines so that this knowledge can be achieved. Weightlessness, iconic learning are expressed in terms of state equations. Experimental results that show the conditions under which correct predictions can be obtained on a neural simulator are presented. Issues of information integration and memory implication are briefly considered at the end of the paper.",Advances on Weightless Neural Systems,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-51.pdf
2014,A robust regularization path for the Doubly Regularized Support Vector Machine,"Antoine Lachaud, Stéphane Canu, David Mercier, Frederic Suard","The Doubly Regularized SVM (DrSVM) is an extension of SVM using a mixture of L2 and L1 norm penalties. This kind of penalty, sometimes referred as the elastic net, allows to perform variable selection while taking into account correlations between variables.  Introduced by Wang an efficient algorithm to compute the whole DrSVM solution path has been proposed.  Unfortunately, in some cases, this path is discontinuous, and thus not piecewise linear. To solve this problem, we propose here a new sub gradient formulation of the DrSVM problem. This led us to propose an alternative L1 regularization path algorithm.  This reformulation efficiently addresses the aforementioned problem and makes the initialization step more generic.  The results show the validity of our sub-gradient formulation and the efficiency compared to the initial formulation.",Kernel methods,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-150.pdf
2014,Credit analysis with a clustering RAM-based neural classifier,"Douglas Cardoso, Danilo Carvalho, Daniel Alves, Diego Souza, Hugo Carneiro, Carlos Pedreira, Priscila M. V. Lima, Felipe M. G. França","Datasets with a large amount of noisy data are quite common in real-world classification problems. Robustness is an important characteristic of state-of-the-art classifiers that use error minimization techniques, thus requiring a long time to converge. This paper presents ClusWiSARD, a clustering customization of the WiSARD weightless neural network model, applied to credit analysis, a non-trivial real-world problem. Experimental evidence shows that ClusWiSARD is very competitive with SVM in respect to accuracy. Nonetheless, ClusWiSARD outperforms SVM in both training time, being two orders of magnitude faster, and test time, being two to three times faster.",Advances on Weightless Neural Systems,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-107.pdf
2014,Training a classical weightless neural network in a quantum computer,"Adenilton J. da Silva, Wilson R. de Oliveira, Teresa B. Ludermir",The purpose of this paper is to investigate a new quantum learning algorithm for classical weightless neural networks. The learning algorithm creates a superposition of all possible neural network configurations for a given architecture. The performance of the network over the training set is stored entangled with neural configuration and quantum search is performed to amplify the probability amplitude of the network with desired performance.,Advances on Weightless Neural Systems,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-182.pdf
2014,"Extracting rules from DRASiW’s ""mental images""","Paulo Coutinho, Hugo Carneiro, Danilo Carvalho, Felipe M. G. França","DRASiW is an extension of the WiSARD weightless neural model that provides the ability of producing examples/prototypes, called ""mental images"", from learnt categories. This work introduces a novel way of performing rule extraction by applying the WiSARD/DRASiW RAM-based neural model upon a well-known machine learning benchmark. A functional exploration is offered in order to demonstrate how the new rule extraction mechanism behaves under different system configurations. Experimental results suggest that the rules conformance to data increases proportionally to the corresponding classifier accuracy. Furthermore, comparison with C4.5 decision tree algorithm shows that the DRASiW-based technique produces more compact sets of rules.",Advances on Weightless Neural Systems,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-167.pdf
2014,Vector space weightless neural networks,"Wilson R. de Oliveira, Adenilton J. da Silva, Teresa B. Ludermir","By embedding the boolean space $Z_2$ as an orthonormal basis of vector space we can treat the RAM based neuron as a matrix (operator) acting the vector space. We show how this model (inspired by our research on quantum neural networks) is of sufficient generality as to have classical weighted (perceptron-like), classical weightless (RAM-based, PLN, etc), quantum weighted and quantum weightless neural models as particular cases. It is also indicated  how one could use it to solve 3-SAT and briefly mention how could one train this novel model.",Advances on Weightless Neural Systems,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-176.pdf
2014,Online tracking of multiple objects using WiSARD,"Rafael Lima de Carvalho, Danilo Carvalho, Priscila M. V. Lima, Félix Mora-Camino, Felipe M. G. França","This paper evaluates the WiSARD weightless model as a classification system on the problem of tracking multiple objects in realtime. Exploring the structure of this model, the proposed solution applies a re-learning stage in order to avoid interferences caused by background noise or variations in the target shape. Once the tracker finds a target at the first time, it applies only local searches around the neighbourhood in order to have fast response. This approach is evaluated through some  experiments on real-world video data.",Advances on Weightless Neural Systems,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-89.pdf
2014,Probabilistic automata simulation with single layer weightless neural networks,"Adenilton J. da Silva, Wilson R. de Oliveira, Teresa B. Ludermir","Computability of weightless neural networks is the major topic of this paper. In previous works it has been shown that, one can simulate a Turing machine with a weightless neural network (WNN) with an infinite tape. And it has also been shown that one can simulate probabilistic automata with a WNN with two queues. In this paper, we will show that is possible to simulate a probabilistic automata with a single layer WNN with no auxiliary data structures.",Advances on Weightless Neural Systems,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-83.pdf
2014,Optimal Data Projection for Kernel Spectral Clustering,"Diego H. Peluffo-Ordonez, Carlos Alzate, Suykens Johan, Germán Castellanos-Dominguez","Spectral clustering has taken an important place in the context of pattern recognition, being a good alternative to solve problems with non-linearly separable groups. Because of its unsupervised nature, clustering methods are often parametric, requiring then some initial parameters. Thus, clustering performance is greatly dependent on the selection of those initial parameters. Furthermore, tuning such parameters is not an easy task when the initial data representation is not adequate. Here, we propose a new projection for input data to improve the cluster identification within a kernel spectral clustering framework. The proposed projection is done from a feature extraction formulation, in which a generalized distance involving the kernel matrix is used. Data projection shows to be useful for improving the performance of kernel spectral clustering.",Clustering,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-163.pdf
2014,Supporting GNG-based clustering with local input space histograms,"Jochen Kerdels, Gabriele Peters",This paper presents an extension to the growing neural gas (GNG) algorithm that allows to capture local characteristics of the input space. Using these characteristics clustering schemes based on the GNG network can be improved by discarding uncertain edges of the network and identifying edges that span discontinuous regions of input space. We applied the described approach to different two-dimensional data sets found in the literature and obtained comparable results.,Clustering,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-119.pdf
2014,The Sum-over-Forests clustering,"Mathieu Senelle, Marco Saerens, François Fouss","This work introduces a novel way to identify dense regions in a graph based on a mode-seeking clustering technique, relying on the Sum-Over-Forests (SoF) density index (which can easily be computed in closed form through a simple matrix inversion) as a local density estimator. We first identify the modes of the SoF density in the graph. Then, the nodes of the graph are assigned to the cluster corresponding to the nearest mode, according to a new kernel, also based on the SoF framework. Experiments on artificial and real datasets show that the proposed index performs well in nodes clustering.",Clustering,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-104.pdf
2014,Bayesian non-parametric parsimonious clustering,"Faicel Chamroukhi, Marius Bartcus, Hervé Glotin","This paper proposes a new Bayesian non-parametric approach for clustering. It relies on an infinite Gaussian mixture model with a Chinese Restaurant Process (CRP) prior, and an eigenvalue decomposition of the covariance matrix of each cluster. The CRP prior allows to control the model complexity in a principled way and to automatically learn the number of clusters. The covariance matrix decomposition allows to fit various parsimonious models going from simplest spherical ones to the more complex general one. We develop an MCMC Gibbs sampler to learn the models. First results obtained on both simulated and real data highlight the interest of the proposed infinite parsimonious mixture model.",Clustering,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-46.pdf
2014,Learning predictive partitions for continuous feature spaces,"Björn Weghenkel, Laurenz Wiskott","Any non-trivial agent (biological or algorithmical) that interacts with its environment needs some representation about its current state. Such a state should enable it to make informed decisions that lead to some desired outcome in the future. In practice, many learning algorithms assume states to come from a discrete set while real-world learning problems often are continuous in nature. We propose an unsupervised learning algorithm that finds discrete partitions of a continuous feature space that are predictive with respect to the future. More precisely, the learned partitions induce a Markov chain on the data with high mutual information between the current state and the next state. Such predictive partitions can serve as an alternative to classical discretization algorithms in cases where the predictable time-structure of the data is of importance.",Clustering,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-98.pdf
2014,An adjustable p-exponential clustering algorithm,"Valmir Macario, Francisco de Assis Tenório De Carvalho",This paper proposes a new exponential clustering algorithm (XPFCM) by reformulating the clustering's objective function with an additional paramter p to adjust the exponential behavior for membership assignment. The clustering experiments show that the proposed method assigns data to the clusters better than other fuzzy C-means (FCM) variants.,Clustering,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-164.pdf
2014,Self-organizing map for determination of goal candidates in mobile robot exploration,"Jan Faigl, Peter Vanìk, Miroslav Kulich","This paper addresses a problem of determining goal candidates in the frontier-based mobile robot exploration. The proposed solution is based on self-organizing map for the traveling salesman problem with neighborhoods and it allows to study the exploration formulated as a problem of repeated coverage of the current frontiers where the minimal number of goal candidates is determined simultaneously together with the expected cost to visit the candidates. The early results enabled by the proposed self-organizing map-based solution indicate exploration improvement for the proposed problem formulation. Thus, the presented work demonstrates how neural network approach can provide interesting insights and ground for studying optimizations problems arising in robotics.",Clustering,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-116.pdf
2014,Parameter-free regularization in Extreme Learning Machines with affinity matrices,"Leonardo Silvestre, André P. Lemos, João P. Braga, Antônio P. Braga","This paper proposes a novel regularization approach for Extreme Learning Machines. Regularization is performed using a priori spacial information expressed by an affinity matrix. We show that the use of this type of a priori information is similar to perform Tikhonov regularization. Furthermore, if a parameter free affinity matrix is used, like the cosine similarity matrix, regularization is performed without any need for parameter tunning. Experiments are performed using classification problems to validate the proposed approach.","Regression, Forceasting and Extreme Learning Machines",https://www.esann.org/sites/default/files/proceedings/legacy/es2014-66.pdf
2014,Feature selection in environmental data mining combining Simulated Annealing and Extreme Learning Machine,"Michael Leuenberger, Mikhaïl Kanevski","Due to the large amount and complexity of data available in geosciences, machine learning nowadays plays an important role in environmental data mining. In many real data cases, we face the need to design input space with the most relevant features. Because the main goal is to understand and find relationships between phenomena and features, feature selection is preferred to feature transformation or extraction. To deal with the high-dimensional space of environmental data, a wrapper method based on Extreme Learning Machine and global optimization algorithm (Simulated Annealing) is proposed. This paper investigates the whole methodology and shows promising results for environmental data feature selection and modelling.","Regression, Forceasting and Extreme Learning Machines",https://www.esann.org/sites/default/files/proceedings/legacy/es2014-90.pdf
2014,Using Shannon Entropy as EEG Signal Feature for Fast Person Identification,"Dinh Phung, Dat Tran, Ma Wanli, Phuoc Nguyen, Pham Tien","Identification accuracy and speed are important factors in automatic person identification systems. In this paper, we propose a feature extraction method to extract brain wave features from different brain rhythms of electroencephalography (EEG) signal for the purpose of fast, yet accurate person identification. The proposed feature extraction method is based on the fact that EEG signal is complex, non-stationary, and non-linear. With this fact, non-linear analysis like entropy would be more appropriate. Shannon entropy (SE) based EEG features from alpha, beta, and gamma wave bands are extracted and evaluated for person identification. Experimental results show that SE features provide high person identification rates yet with a low feature dimension, thus better performance.",Classification,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-121.pdf
2014,An Extreme Learning Approach to Active Learning,"Euler Horta, Antônio P. Braga",We propose in this paper a new active learning method that makes no considerations about the data distribution and does not need to adjust any free parameter. The proposed algorithm is based on extreme learning machines (ELM) and a perceptron with analytical calculation of weights. We show that the proposed model have good results using a reduced set of patterns.,"Regression, Forceasting and Extreme Learning Machines",https://www.esann.org/sites/default/files/proceedings/legacy/es2014-184.pdf
2014,A new model selection approach for the ELM network using metaheuristic optimization,"Ananda Freire, Guilherme Barreto","We propose a novel approach for architecture selection and hidden neurons excitability improvement for the Extreme Learning Machine (ELM). Named Adaptive Number of Hidden Neurons Approach (ANHNA), the proposed approach relies on a new general encoding scheme of the solution vector that automatically estimates the number of hidden neurons and adjust their activation function parameters (slopes and biases). Due to its general nature, ANHNA's encoding scheme can be used by any metaheuristic algorithm for continuous optimization. Computer experiments were carried out using Differential Evolution (DE) and Particle Swarm Optimization (PSO) metaheuristics, with promising results being achieved by the proposed method in benchmarking regression problems.","Regression, Forceasting and Extreme Learning Machines",https://www.esann.org/sites/default/files/proceedings/legacy/es2014-180.pdf
2014,Extreme learning machines for Internet traffic classification,"Joseph Ghafari, Emmanuel Herbert, Stephane  Senecal, Daniel Migault, Stanislas Francfort, Ting Liu",Network packet transport services (namely the Internet) are subject to significant security issues. This paper aims to apply Machine Learning methods based on Neural Networks (Extreme Learning Machines or ELM) to analyze the Internet traffic in order to detect specific malicious activities. This is performed by classifying traffic for a key service run over the internet: the Domain Name System (DNS). The ELM models and algorithms are run on DNS traffic data extracted from operating networks for botnet detection.,"Regression, Forceasting and Extreme Learning Machines",https://www.esann.org/sites/default/files/proceedings/legacy/es2014-29.pdf
2014,Electric load forecasting using wavelet transform and extreme learning machine,"Song Li, Peng Wang, Lalit Goel","This paper proposes a novel method for load forecast, which integrates wavelet transform and extreme learning machine. In order to capture more internal features, wavelet transform is used to decompose the load series into a set of sub-components, which are more predictable. Then all the components are separately processed by extreme learning machine. Numerical testing shows that the proposed method is able to improve the forecast performance with much less computational cost compared with other benchmarking methods.","Regression, Forceasting and Extreme Learning Machines",https://www.esann.org/sites/default/files/proceedings/legacy/es2014-23.pdf
2014,Swim velocity profile identification through a Dynamic Self-adaptive Multiobjective Harmonic Search and RBF neural networks,"Helon V. H. Ayala, Luciano F. da Cruz, Leandro Coelho, Roberto Z. Freire","Technology has been successfully applied in sports, where biomechanical analysis is one of the most important area used to raise the performance of athletes. In this context, this paper focuses on swim velocity profile identification using Radial Basis Functions Neural Networks (RBF-NN) trained by the Gustafson-Kessel clustering combined with a novel Dynamic Self-adaptive Multiobjective Harmony Search (DS-MOHS). One study case is analyzed, from real data acquired of an elite female athlete, swimming breaststroke style. Better results are obtained by DS-MOHS when compared with standard multiobjective harmony search in terms of accuracy and generalization of the model.","Regression, Forceasting and Extreme Learning Machines",https://www.esann.org/sites/default/files/proceedings/legacy/es2014-133.pdf
2014,Dynamic ensemble selection and instantaneous pruning for regression,"Kaushala Dias, Terry Windeatt","A novel dynamic method of selecting pruned ensembles of predictors for regression problems is presented. The proposed method, known henceforth as DESIP, enhances the prediction accuracy and generalization ability of pruning methods. Pruning heuristics attempt to combine accurate yet complementary members, therefore DESIP enhances the performance by modifying the pruned aggregation through distributing the ensemble member selection over the entire dataset. Four static ensemble pruning approaches used in regression are compared to highlight the performance improvement yielded by the dynamic method. Experimental comparison is made using Multiple Layer Perceptron predictors on benchmark datasets.","Regression, Forceasting and Extreme Learning Machines",https://www.esann.org/sites/default/files/proceedings/legacy/es2014-173.pdf
2014,Data normalization and supervised learning to assess the condition of patients with multiple sclerosis based on gait analysis,"Samir Azrour, Sébastien Piérard, Pierre Geurts, Marc Van Droogenbroeck","Gait impairment is considered as an important feature of disability in multiple sclerosis but its evaluation in the clinical routine remains limited. In this paper, we assess, by means of supervised learning, the condition of patients with multiple sclerosis based on their gait descriptors obtained with a gait analysis system. As the morphological characteristics of individuals influence their gait while being in first approximation independent of the disease level, an original strategy of data normalization with respect to these characteristics is described and applied beforehand in order to obtain more reliable predictions. In addition, we explain how we address the problem of missing data which is a common issue in the field of clinical evaluation. Results show that, based on machine learning combined to the proposed data handling techniques, we can predict a score highly correlated with the condition of patients.","Regression, Forceasting and Extreme Learning Machines",https://www.esann.org/sites/default/files/proceedings/legacy/es2014-178.pdf
2014,Sparse one hidden layer MLPs,"Alberto Torres, David Díaz, José R. Dorronsoro","We discuss how to build sparse one hidden layer MLP replac- ing the standard l2 weight decay penalty on all weights by an l1 penalty on the linear output weights. We will propose an iterative two step training procedure where the output weights are found using FISTA proximal op- timization algorithm to solve a Lasso-like problem and the hidden weights are computed by unconstrained minimization. As we shall discuss, the procedure has a complexity equivalent to that of standard MLP training, yields MLPs with similar performance and, as a by product, automatically selects the number of hidden units.","Regression, Forceasting and Extreme Learning Machines",https://www.esann.org/sites/default/files/proceedings/legacy/es2014-95.pdf
2014,Multi-Step Ahead Forecasting of Road Condition Using Least Squares Support Vector Regression,"Konsta Sirvio, Jaakko Hollmén","Network-level multi-step road condition forecasting is an important step in accurate road maintenance planning, where correct maintenance activities are defined in place and time of road networks. Forecasting methods have developed from engineering models to non-linear machine learning methods that make use of the collected condition and traffic data of the road network. Least Squares Support Vector Regression gives signicantly the best results.","Regression, Forceasting and Extreme Learning Machines",https://www.esann.org/sites/default/files/proceedings/legacy/es2014-37.pdf
2014,A comprehensive introduction to label noise,"Benoît Frénay, Ata Kaban","In classification, it is often difficult or expensive to obtain completely accurate and reliable labels. Indeed, labels may be polluted by label noise, due to e.g. insufficient information, expert mistakes, and encoding errors. The problem is that errors in training labels that are not properly handled may deteriorate the accuracy of subsequent predictions, among other effects. Many works have been devoted to label noise and this paper provides a concise and comprehensive introduction to this research topic. In particular, it reviews the types of label noise, their consequences and a number of state of the art approaches to deal with label noise.",Label noise in classification,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-10.pdf
2014,Improving the Robustness of Bagging with Reduced Sampling Size,"Maryam Sabzevari, Gonzalo Martínez-Muñoz, Alberto Suárez","Bagging is a simple and robust classification algorithm in the presence of class label noise. This algorithm builds an ensemble of classifiers by bootstrapping samples with replacement of size equal to the original training set. However, several studies have shown that this choice of sampling size is arbitrary in terms of generalization performance of the ensemble. In this study we discuss how small sampling ratios can contribute to the robustness of bagging in the presence of class label noise. An empirical analysis on two datasets is carried out using different noise rates and bootstrap sampling sizes. The results show that, for the studied datasets, sampling rates of 20% clearly improve the performance of the bagging ensembles in the presence of class label noise.",Label noise in classification,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-185.pdf
2014,Credal decision trees in noisy domains,"Carlos J. Mantas, Joaquín Abellán","Credal Decision Trees (CDTs) are algorithms to design classifiers based on imprecise probabilities and uncertainty measures. In this paper, the C4.5 and CDT procedures are combined in a new one. This depends on a parameter $s$. Several experiments are carried out with different values for $s$. C4.5 and the new procedure, varying the value of its parameter, are compared on data sets with different noise levels.",Label noise in classification,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-72.pdf
2014,Finding Originally Mislabels with MD-ELM,"Anton Akusok, David Veganzones, Yoan Miché, Eric Severin, Amaury Lendasse","This paper presents a method which aims at detecting mislabeled samples, with a practical example in the eld of bankruptcy prediction. Mislabeled samples are found in many classication problems and can bias the training of the desired classier. This paper is proposing a new method based on Extreme Learning Machine (ELM) which allows for identification of the most probable mislabeled samples. Two datasets are used in order to validate and test the proposed methodology: a toy example (XOR problem) and a real dataset from corporate nance (bankruptcy prediction).",Label noise in classification,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-18.pdf
2014,Misclassification of class C G-protein-coupled receptors as a label noise problem,"Caroline König, Alfredo Vellido Alcacena, René Alquézar Mancho, Jesús Giraldo","G-Protein-Coupled Receptors (GPCRs) are cell membrane proteins of relevance to biology and pharmacology. Their supervised classification in subtypes is hampered by label noise, which stems from a combination of expert knowledge limitations and lack of clear correspondence between labels and different representations of the protein primary sequences. In this brief study, we describe a systematic approach to the analysis of GPCR misclassifications using Support Vector Machines and use it to assist the discovery of database labeling quality problems and investigate the extent to which GPCR sequence physicochemical transformations reflect GPCR subtype labeling. The proposed approach could enable a filtering approach to the label noise problem.",Label noise in classification,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-118.pdf
2014,A multi-class extension for multi-labeler support vector machines,"Diego H. Peluffo-Ordonez, Santiago Murillo-Rendón, Julián Arias-Londoño, Germán Castellanos-Dominguez","In recent years, there has been an increasing interest in the design of pattern recognition systems able to deal with labels coming from multiple sources. To avoid bias during the learning process, in some applications it is strongly recommended to learn from a set of panelists or experts instead of only one. In particular, two aspects are of interest, namely: discriminating between confident and unconfident labelers, and determining the suitable ground truth. This work presents an extension of a previous work, which consists of a generalization of the two class case via a modified one-against-all approach. This approach uses modified classifiers able to learn from multi-labeler settings. This is done within a soft-margin support vector machine framework. Proposed method provides ranking values for panelist as well as an estimate of the ground truth.",Label noise in classification,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-169.pdf
2014,Can you follow that guy?,"Mariacarla Staffa, Massimo De Gregorio, Maurizio Giordano, Silvia Rossi",,Advances on Weightless Neural Systems,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-160.pdf
2014,Mobility Prediction Using Fully-Complex Extreme Learning Machines,Lahouari Ghouti,"Efficient planning and improved quality of service (QoS) in wireless networks call for the use of mobility prediction schemes. Such schemes ensure accurate mobility prediction of wireless users and units  which plays a major role in optimized planning and management of the available bandwidth and power resources. In this paper, fully-complex extreme learning machines (CELMs), known for their universal approximation, model and predict the mobility patterns of arbitrary nodes in a mobile ad hoc network (MANET). Unlike their real-valued counterparts, CELMs properly capture the existing interaction/correlation between the nodes' location coordinates leading to more realistic and accurate prediction. Simulation results using standard mobility models and real-world mobility data clearly show that the proposed complex-valued prediction algorithm outperforms many existing real-valued learning machines in terms of prediction accuracy.","Regression, Forceasting and Extreme Learning Machines",https://www.esann.org/sites/default/files/proceedings/legacy/es2014-79.pdf
2014,Toward STDP-based population action in large networks of spiking neurons,Emmanuel Daucé,"We present simulation results that clarify the role of Spike-Timing Dependent Plasticity (STDP) in brain processing as a putative mechanism to transfer spatio-temporal regularities, as observed  in sensory signals, toward action, expressed as a global increase of the target population activity,  followed by a reset. The repetition of this activation-reset mechanism gives rise to a series of synchronous  waves of activity when the same stimulus is repeated over and over. Our simulation results are obtained in recurrent networks of conductance-based neurons under realistic coupling contraints.",Advances in Spiking Neural Information Processing Systems (SNIPS),https://www.esann.org/sites/default/files/proceedings/legacy/es2014-186.pdf
2014,Supervised Generative Models for Learning Dissimilarity Data,"David Nebel, Barbara Hammer, Thomas Villmann","Exemplar based techniques such as affinity propagation \cite{ap}  represent data in terms of typical exemplars. This has two benefits: (i)  the resulting models are directly interpretable by humans since representative exemplars can be inspected in the same way as data points, (ii) the model can be applied to any dissimilarity measure including non-Euclidean or non-metric settings. Most exemplar based techniques have been proposed in the unsupervised setting only, such that their performance in supervised learning tasks can be weak depending on the given data. Here, we address the problem of learning exemplar-based models for general dissimilarity data in a discriminative framework. For this purpose, we extend a generative model proposed in \cite{srlvq} to an exemplar based scenario using a generalized EM framework for its optimization. The resulting classifiers represent data in terms of sparse models while keeping high performance in state-of-the art benchmarks.",Vector quantization- and nearest neighbour-based methods,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-91.pdf
2014,Rejection strategies for learning vector quantization,"Lydia Fischer, Barbara Hammer, Heiko Wersing","We present prototype-based classification schemes, e. g. learning vector quantization, with cost-function-based and geometrically motivated reject options. We evaluate the reject schemes in experiments on artificial and benchmark data sets. We demonstrate that reject options improve the accuracy of the models in most cases, and that the performance of the proposed schemes is comparable to the optimal reject option of the Bayes classifier in cases where the latter is available.",Vector quantization- and nearest neighbour-based methods,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-131.pdf
2014,Optimization of General Statistical Accuracy Measures for Classification Based on Learning Vector Quantization,"Marika Kaden, Wieland Hermann, Thomas Villmann","We propose a framework for classification learning based on generalized learning vector quantization using statistical quality measures as cost function. Statistical measures like the $F$-measure or the Matthews correlation coefficient reflect better the performance for two-class classification problems than the simple accuracy, in particular if the data classes are imbalanced. For this purpose, we introduce soft approximations of those quantities contained in the confusion matrix, which are the basis for the calculation of the quality measures.",Vector quantization- and nearest neighbour-based methods,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-93.pdf
2014,Augmented hashing for semi-supervised scenarios,"Zalán-Péter Bodó, Lehel Csato","Hashing methods for fast approximate nearest-neighbor search are getting more and more attention with the excessive growth of the available data today. Embedding the points into the Hamming space is an important question of the hashing process. Analogously to machine learning there exist unsupervised, supervised and semi-supervised hashing methods. In this paper we propose a generic procedure to extend unsupervised codeword generators using error correcting codes and semi-supervised classifiers. To show the effectiveness of the method we combine linear spectral hashing and two semi-supervised algorithms in the experiments.",Vector quantization- and nearest neighbour-based methods,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-96.pdf
2014,Improving accuracy by reducing the importance of hubs in nearest-neighbor recommendations,"François Fouss, Clémentine Van Parijs","A traditional approach for recommending items to persons consists of including a step of forming neighborhoods of users/items. This work focuses on such nearest-neighbor approaches and, more specically, on a particular type of neighbors, the ones frequently appearing in the neighborhoods of users/items (i.e., very similar to many other users/items in the data set), referred to as hubs in the literature. The aim of this paper is to explore through experiments how the presence of hubs aects the accuracy of nearest-neighbor recommendations.",Vector quantization- and nearest neighbour-based methods,https://www.esann.org/sites/default/files/proceedings/legacy/es2014-57.pdf
